image,label,source_video,split,class_id,class_name,kind,description,frame_idx
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\train\subject_2_adl_23_f00077.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\train\subject_2_adl_23_f00077.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 2\ADL\23.mp4,train,3,lying,ADL,Eating biscuits while sitting on the bed with legs folded.,77
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\train\subject_2_adl_23_f00093.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\train\subject_2_adl_23_f00093.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 2\ADL\23.mp4,train,3,lying,ADL,Eating biscuits while sitting on the bed with legs folded.,93
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\train\subject_2_adl_23_f00108.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\train\subject_2_adl_23_f00108.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 2\ADL\23.mp4,train,3,lying,ADL,Eating biscuits while sitting on the bed with legs folded.,108
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_01_f00000.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_01_f00000.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\01.mp4,val,1,fall,Fall,falling forward.,0
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_01_f00016.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_01_f00016.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\01.mp4,val,1,fall,Fall,falling forward.,16
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_01_f00032.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_01_f00032.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\01.mp4,val,1,fall,Fall,falling forward.,32
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_01_f00048.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_01_f00048.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\01.mp4,val,1,fall,Fall,falling forward.,48
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_01_f00081.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_01_f00081.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\01.mp4,val,1,fall,Fall,falling forward.,81
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_02_f00000.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_02_f00000.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\02.mp4,val,1,fall,Fall,Falling on the bed (forward).,0
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_02_f00028.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_02_f00028.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\02.mp4,val,1,fall,Fall,Falling on the bed (forward).,28
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_02_f00056.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_02_f00056.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\02.mp4,val,1,fall,Fall,Falling on the bed (forward).,56
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_02_f00084.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_02_f00084.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\02.mp4,val,1,fall,Fall,Falling on the bed (forward).,84
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_02_f00111.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_02_f00111.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\02.mp4,val,1,fall,Fall,Falling on the bed (forward).,111
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_02_f00139.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_02_f00139.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\02.mp4,val,1,fall,Fall,Falling on the bed (forward).,139
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_02_f00167.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_02_f00167.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\02.mp4,val,1,fall,Fall,Falling on the bed (forward).,167
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_02_f00195.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_02_f00195.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\02.mp4,val,1,fall,Fall,Falling on the bed (forward).,195
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_03_f00000.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_03_f00000.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\03.mp4,val,1,fall,Fall,Falling backward on the floor.,0
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_03_f00024.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_03_f00024.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\03.mp4,val,1,fall,Fall,Falling backward on the floor.,24
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_03_f00047.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_03_f00047.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\03.mp4,val,1,fall,Fall,Falling backward on the floor.,47
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_03_f00071.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_03_f00071.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\03.mp4,val,1,fall,Fall,Falling backward on the floor.,71
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_03_f00095.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_03_f00095.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\03.mp4,val,1,fall,Fall,Falling backward on the floor.,95
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_03_f00119.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_03_f00119.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\03.mp4,val,1,fall,Fall,Falling backward on the floor.,119
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_03_f00142.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_03_f00142.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\03.mp4,val,1,fall,Fall,Falling backward on the floor.,142
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_03_f00166.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_03_f00166.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\03.mp4,val,1,fall,Fall,Falling backward on the floor.,166
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_04_f00000.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_04_f00000.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\04.mp4,val,1,fall,Fall,Walking and then falling backward on the floor.,0
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_04_f00023.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_04_f00023.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\04.mp4,val,1,fall,Fall,Walking and then falling backward on the floor.,23
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_04_f00046.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_04_f00046.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\04.mp4,val,1,fall,Fall,Walking and then falling backward on the floor.,46
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_04_f00069.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_04_f00069.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\04.mp4,val,1,fall,Fall,Walking and then falling backward on the floor.,69
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_04_f00093.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_04_f00093.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\04.mp4,val,1,fall,Fall,Walking and then falling backward on the floor.,93
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_04_f00116.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_04_f00116.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\04.mp4,val,1,fall,Fall,Walking and then falling backward on the floor.,116
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_04_f00139.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_04_f00139.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\04.mp4,val,1,fall,Fall,Walking and then falling backward on the floor.,139
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_04_f00162.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_04_f00162.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\04.mp4,val,1,fall,Fall,Walking and then falling backward on the floor.,162
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_05_f00000.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_05_f00000.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\05.mp4,val,1,fall,Fall,Falling slowly from standing position to the floor.,0
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_05_f00043.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_05_f00043.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\05.mp4,val,1,fall,Fall,Falling slowly from standing position to the floor.,43
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_05_f00085.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_05_f00085.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\05.mp4,val,1,fall,Fall,Falling slowly from standing position to the floor.,85
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_05_f00128.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_05_f00128.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\05.mp4,val,1,fall,Fall,Falling slowly from standing position to the floor.,128
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_05_f00171.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_05_f00171.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\05.mp4,val,1,fall,Fall,Falling slowly from standing position to the floor.,171
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_05_f00214.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_05_f00214.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\05.mp4,val,1,fall,Fall,Falling slowly from standing position to the floor.,214
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_05_f00256.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_05_f00256.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\05.mp4,val,1,fall,Fall,Falling slowly from standing position to the floor.,256
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_05_f00299.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_05_f00299.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\05.mp4,val,1,fall,Fall,Falling slowly from standing position to the floor.,299
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_06_f00000.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_06_f00000.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\06.mp4,val,1,fall,Fall,Falling (backward) on the floor from the sitting position.,0
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_06_f00024.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_06_f00024.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\06.mp4,val,1,fall,Fall,Falling (backward) on the floor from the sitting position.,24
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_06_f00047.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_06_f00047.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\06.mp4,val,1,fall,Fall,Falling (backward) on the floor from the sitting position.,47
D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\images\val\subject_3_fall_06_f00071.jpg,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\fall_detect_v3_gmdcsa24_autolabel\labels\val\subject_3_fall_06_f00071.txt,D:\Program\health(5-12)\fall_detection_model_bundle\v3_upgrade_lab\datasets\external_authorized\gmdcsa24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-d3edb5d\Subject 3\Fall\06.mp4,val,1,fall,Fall,Falling (backward) on the floor from the sitting position.,71
